left,right
11,11
7,11
10,10
10,10
10,11
11,10
9,11
10,11
12,10
10,12
9,10
10,11
10,10
10,11
12,11
9,12
10,9
12,10
11,10
9,8
9,10
11,11
9,10
11,14
9,11
10,9
10,11
11,10
9,10
9,10
11,10
10,10
10,11
9,12
10,9
11,10
11,11
11,10
11,10
10,12
10,10
9,11
10,12
11,9
11,10
12,8
9,10
12,11
12,11
9,11
11,9
10,10
9,10
13,11
10,10
11,10
8,10
11,14
9,10
9,11
10,10
8,13
12,9
9,10
11,8
10,10
9,12
11,11
11,11
10,10
10,10
9,11
9,10
10,9
11,8
11,11
9,12
10,12
11,11
11,10
12,10
12,10
8,11
10,10
11,11
9,10
11,11
10,12
9,10
10,12
10,10
12,11
10,12
11,10
9,10
9,11
11,10
11,11
10,10
9,10
11,9
11,11
9,11
9,12
12,10
11,11
8,10
12,11
8,11
11,10
11,9
11,13
9,10
10,10
12,11
9,9
12,9
10,12
9,12
9,10
10,9
11,11
10,11
11,11
9,9
10,9
9,12
10,11
9,10
11,10
9,10
10,11
10,12
11,9
10,11
11,9
12,12
10,10
9,10
11,10
10,9
9,11
10,12
13,10
12,11
12,12
11,10
10,13
10,11
11,10
10,10
9,11
11,11
12,10
10,10
12,13
10,11
13,12
9,13
9,9
10,10
9,9
10,11
11,11
10,12
11,11
9,11
11,11
11,12
10,11
10,11
10,11
11,10
10,9
11,11
10,11
12,10
10,11
10,10
11,10
10,10
9,9
10,10
10,10
12,10
9,10
11,11
12,11
11,9
10,10
8,11
11,10
10,10
9,11
9,10
11,11
12,10
10,11
9,11
11,10
11,10
10,11
10,11
12,10
11,11
11,10
12,12
11,11
10,10
11,10
10,10
10,9
8,10
9,9
10,10
10,11
10,9
12,11
8,10
10,11
9,9
12,11
9,12
9,9
11,12
9,9
10,10
9,10
9,11
9,12
10,12
9,9
11,10
11,8
9,10
10,11
9,12
10,10
11,10
10,12
11,9
11,10
11,10
10,10
11,10
12,14
11,11
10,9
11,12
11,11
12,12
10,9
10,11
10,10
9,12
11,11
10,9
9,10
9,12
10,14
10,10
10,9
9,11
10,10
11,12
9,9
10,8
10,11
10,12
9,10
11,11
9,9
10,12
10,10
10,10
10,11
11,10
10,12
10,10
10,10
10,10
8,9
8,11
9,10
10,10
11,11
11,10
11,10
10,12
11,10
10,9
12,11
9,11
10,9
10,10
11,11
10,10
10,9
11,11
11,10
11,12
11,10
11,11
9,11
9,9
9,15
10,10
11,10
11,10
9,11
11,10
11,10
10,11
12,10
11,11
11,10
9,10
10,11
9,10
12,10
10,11
10,11
10,11
11,10
9,11
10,9
9,10
12,11
10,10
10,10
11,10
11,11
10,11
10,11
10,11
11,12
12,11
12,10
10,10
9,9
10,10
10,9
10,11
11,11
11,8
10,11
10,10
11,11
9,11
10,10
9,10
12,12
8,11
9,9
10,9
9,11
11,8
10,10
9,10
11,11
12,10
12,9
11,11
11,10
9,11
10,10
10,11
11,10
11,15
10,12
9,11
10,10
10,10
9,9
10,9
9,11
11,11
9,11
11,9
10,9
12,11
10,10
11,13
12,10
10,10
12,12
11,10
12,10
10,10
11,10
10,10
8,9
11,10
10,12
9,9
9,10
12,10
8,11
9,10
10,10
12,10
9,10
13,10
10,12
12,11
11,11
9,10
10,11
11,11
9,11
9,12
11,10
12,11
8,9
11,10
11,11
11,11
10,10
9,11
11,10
10,11
11,9
10,11
12,10
11,11
11,10
11,12
10,10
11,10
10,10
9,9
10,10
12,10
11,11
10,9
9,10
9,10
10,10
9,11
10,12
10,12
10,9
10,11
10,11
10,10
10,10
9,10
9,10
10,11
11,10
9,13
10,9
11,11
9,8
10,11
12,9
11,10
9,10
9,11
12,10
11,10
10,11
9,11
9,12
10,10
11,10
10,10
11,10
12,11
12,12
10,9
9,12
10,9
10,10
9,11
9,10
10,9
12,11
10,11
9,11
11,9
10,9
11,12
11,10
11,10
10,10
9,12
10,12
10,9
9,9
12,10
11,11
11,12
10,11
12,9
12,11
10,11
11,10
11,8
12,10
10,11
9,8
8,7
7,6
14,7
19,11
9,15
15,7
16,15
11,7
9,7
10,10
9,21
8,21
8,20
8,14
8,12
8,12
8,8
7,7
8,5
8,9
8,19
9,12
12,9
9,10
8,8
10,7
9,7
20,7
11,11
7,17
8,11
20,15
10,9
9,9
8,12
8,6
8,12
12,19
8,10
9,7
7,7
18,10
16,8
9,10
8,7
9,20
8,7
11,11
8,8
8,7
7,7
12,10
10,10
10,10
11,9
11,10
12,10
11,9
10,11
12,14
7,9
11,8
7,7
14,7
15,10
19,6
19,9
11,9
9,17
8,19
8,11
9,18
8,12
7,5
8,17
11,10
14,9
8,8
10,8
8,7
7,6
8,7
7,7
14,6
14,7
24,7
26,6
16,11
7,11
12,8
15,10
9,7
8,18
8,17
8,20
8,8
7,7
17,6
13,13
13,11
6,7
9,7
9,31
9,11
8,18
7,19
13,10
8,8
7,7
7,7
9,7
8,7
17,9
10,8
16,8
9,8
9,20
8,8
9,17
9,7
11,7
8,7
8,7
19,6
18,6
27,7
9,7
20,7
10,12
15,9
8,8
8,8
8,7
9,25
9,13
8,8
7,9
8,14
7,18
8,20
7,32
9,7
9,27
14,9
8,13
9,18
7,6
10,17
11,12
7,8
8,9
11,8
7,7
10,7
14,7
7,12
16,7
16,10
18,9
10,7
9,8
9,20
8,25
8,11
7,19
9,10
9,7
7,7
20,9
11,9
11,8
9,16
8,15
11,9
8,7
12,11
16,11
10,8
9,17
10,15
11,8
9,7
14,8
13,10
10,14
8,14
10,12
8,7
10,7
12,11
10,9
8,17
11,13
8,7
12,11
13,9
10,8
9,13
9,13
8,7
13,11
15,11
10,7
9,7
9,17
8,9
8,21
12,11
11,8
6,7
8,7
17,7
9,12
17,10
15,9
8,9
9,13
8,12
8,13
9,12
10,7
8,7
7,7
13,7
9,14
19,8
11,8
9,13
9,15
9,16
7,8
8,18
8,15
12,13
12,9
9,8
9,8
9,8
8,9
10,11
11,10
11,10
10,10
11,11
10,10
8,11
8,9
8,8
8,7
8,31
8,17
14,10
9,8
11,8
7,7
18,7
10,11
18,9
8,11
8,19
10,8
10,7
7,7
23,7
7,11
15,10
14,10
10,8
8,16
9,16
7,18
11,9
8,8
11,7
6,7
16,8
12,15
7,19
10,9
21,10
23,9
23,16
12,8
10,7
10,8
10,8
9,16
7,14
13,9
10,8
9,7
7,7
8,7
8,7
7,7
7,7
9,7
16,7
13,16
11,20
6,12
9,7
21,10
8,6
10,20
9,10
9,7
7,23
10,10
11,8
7,7
8,6
10,8
7,12
26,8
12,8
9,7
9,11
8,7
8,11
8,6
7,10
8,8
8,20
11,12
11,6
10,8
7,8
8,7
8,7
8,7
18,6
13,7
12,15
17,10
10,13
9,16
9,10
12,8
7,7
12,8
11,13
11,8
8,14
8,8
9,15
9,17
9,9
8,9
12,8
7,7
16,10
18,9
12,9
8,12
8,15
8,8
8,28
8,16
9,9
9,8
8,6
15,10
9,12
14,12
10,8
8,8
8,20
8,8
12,13
7,8
9,7
7,7
12,12
7,6
17,7
11,10
10,7
9,7
9,17
8,10
7,12
10,6
11,11
8,12
11,11
16,11
12,9
10,11
12,12
9,12
11,9
11,8
9,11
12,10
10,12
11,15
10,11
12,11
11,10
8,10
9,10
10,11
10,9
9,11
10,10
10,11
11,10
9,10
9,8
9,10
9,11
12,10
13,11
12,11
11,9
11,9
9,12
10,9
11,11
10,11
10,10
10,10
10,12
12,12
13,10
11,11
10,10
11,11
9,10
11,12
12,11
11,10
10,12
10,10
10,10
10,10
11,9
9,10
11,10
9,10
11,9
12,11
11,11
8,9
10,11
12,11
9,9
9,10
10,11
11,9
11,10
12,9
11,10
10,10
10,10
10,12
11,10
11,10
10,10
9,10
10,11
11,8
11,9
11,10
9,12
11,9
9,12
9,11
10,11
10,12
9,11
12,10
10,10
8,11
10,11
12,8
12,9
10,10
9,10
11,11
12,13
10,11
9,11
10,14
10,10
10,9
12,11
9,12
12,10
10,13
11,10
9,11
11,10
10,11
10,11
11,13
10,10
10,12
10,10
11,9
12,9
9,9
9,11
10,9
12,10
10,11
11,9
11,10
9,10
9,10
11,8
11,8
10,9
13,11
8,9
10,13
10,12
10,11
10,11
11,10
9,12
9,11
11,11
11,11
9,10
11,11
13,10
11,11
10,12
11,11
9,11
12,11
10,10
9,9
9,12
9,9
11,10
10,11
11,10
11,9
11,10
11,10
12,9
11,10
9,11
10,9
8,9
10,10
10,10
10,10
9,12
11,10
10,13
11,12
9,10
12,11
10,10
10,11
10,11
9,10
9,10
10,11
9,10
11,11
12,11
9,9
11,11
9,10
9,10
11,12
9,10
10,10
11,10
10,9
10,10
11,11
10,10
10,9
11,12
11,11
11,12
9,9
10,9
11,12
10,11
11,10
11,10
9,13
10,11
12,11
10,10
10,10
11,12
11,9
10,11
9,10
9,10
12,10
8,11
11,11
10,12
10,10
9,10
10,10
10,11
10,11
10,11
9,11
12,10
10,9
9,9
12,11
11,8
10,13
10,14
13,10
12,11
12,12
8,14
16,13
11,10
8,8
8,9
7,10
8,8
9,8
7,7
8,7
8,7
8,8
13,7
10,7
7,7
7,7
12,6
23,6
17,19
12,19
10,15
13,7
10,9
10,8
8,8
9,18
8,15
7,12
7,11
16,9
10,9
8,11
9,8
6,8
11,7
8,13
15,7
8,8
9,8
10,8
13,8
9,7
7,7
7,6
8,7
11,6
17,7
12,7
12,13
7,8
22,12
14,10
9,7
9,16
7,8
9,14
8,10
8,8
7,7
14,7
12,10
13,9
9,19
8,10
9,18
12,9
9,8
10,7
14,9
12,9
12,10
9,19
8,11
9,19
13,11
10,8
8,7
18,9
14,8
11,10
8,7
8,22
8,10
12,10
10,8
8,6
14,8
12,8
8,21
8,15
10,9
7,7
15,9
13,8
8,16
8,18
9,9
10,8
10,7
12,15
9,17
5,7
12,10
9,8
10,8
8,17
9,9
8,8
8,13
8,8
8,7
8,25
8,20
11,12
11,11
9,14
9,7
10,7
8,7
7,6
9,7
19,6
15,16
7,13
15,9
13,11
9,9
10,7
9,10
8,12
8,12
8,7
8,7
8,5
8,21
14,9
8,8
9,9
9,8
6,7
8,7
8,7
9,7
30,7
19,7
16,11
6,9
13,7
19,9
13,10
9,7
9,23
8,12
7,10
10,17
9,8
7,7
9,7
15,7
16,13
15,12
9,8
9,28
8,11
8,21
13,13
9,7
9,8
6,7
7,7
13,8
6,13
7,6
9,7
13,7
26,8
13,8
11,8
9,12
10,12
10,10
9,11
11,12
11,11
9,11
9,9
9,8
13,7
14,12
12,9
19,14
10,8
10,18
8,12
8,9
9,22
11,24
13,9
7,9
9,7
7,7
13,7
11,10
9,11
15,10
10,5
9,7
8,16
9,12
8,11
10,11
9,8
10,7
11,12
15,8
9,10
9,15
8,12
11,13
10,7
9,7
7,7
13,7
13,7
7,9
11,9
16,11
10,8
9,15
8,8
9,20
11,8
10,8
7,7
7,6
11,11
18,8
19,8
21,14
12,15
11,11
10,8
10,7
8,15
8,10
11,18
9,7
10,8
9,7
9,7
5,10
22,9
13,9
9,7
10,12
8,11
7,14
16,9
13,8
10,7
8,7
13,7
16,6
8,10
12,10
9,13
9,14
7,12
10,11
9,8
8,6
16,6
10,12
16,9
9,7
8,16
8,11
9,12
7,7
22,8
8,16
15,6
13,9
8,12
9,11
7,15
10,10
8,8
7,7
10,8
9,13
15,9
10,9
9,18
8,8
7,19
10,11
9,7
12,7
15,9
11,7
10,8
8,20
8,13
11,12
8,8
7,7
6,6
22,7
8,9
20,9
10,7
8,13
8,15
9,17
10,11
10,8
9,7
15,7
14,8
11,8
8,12
9,15
9,8
8,7
14,8
13,10
13,9
9,7
9,20
9,10
7,18
10,19
13,9
10,7
8,7
7,7
11,9
9,12
24,8
15,12
8,6
9,8
9,9
8,11
7,13
9,11
8,8
8,7
11,9
12,10
8,8
9,17
8,10
10,14
9,7
7,6
15,8
16,12
11,9
9,11
8,12
8,13
9,14
10,12
9,10
12,9
11,8
10,11
10,10
11,13
9,12
9,13
8,12
10,15
11,8
7,8
8,7
13,10
17,9
11,8
9,9
9,20
8,10
8,14
14,8
9,8
9,7
9,7
21,9
11,13
16,6
12,13
10,9
8,8
8,16
8,14
9,9
7,11
7,32
8,21
14,10
8,7
8,7
10,7
10,8
9,7
8,7
7,7
11,7
13,14
10,7
6,8
9,7
9,20
12,14
8,15
7,12
8,10
22,8
17,8
11,7
9,11
8,13
9,18
14,8
11,9
8,8
14,6
12,8
10,10
16,7
9,8
9,21
7,13
11,11
9,8
7,7
12,6
8,14
15,9
8,15
8,10
9,14
10,10
8,7
8,7
16,7
10,12
21,6
15,9
9,7
8,26
8,10
8,18
8,16
13,8
6,12
10,8
9,8
9,7
8,7
6,7
11,6
10,11
8,11
35,5
17,10
10,9
9,7
9,8
9,26
8,19
8,17
8,11
8,18
9,11
9,7
8,7
7,6
10,9
10,6
10,7
9,18
8,16
7,17
8,17
15,9
8,8
10,8
7,7
8,7
13,9
9,11
13,13
8,12
10,10
10,12
11,9
11,9
9,11
14,11
11,10
11,9
10,12
9,12
8,9
12,12
11,11
11,9
10,13
10,9
11,11
10,9
11,10
10,9
10,10
10,10
9,13
14,11
10,11
10,10
12,11
10,11
10,12
10,11
10,9
10,9
9,12
8,12
10,12
11,9
9,11
10,10
10,11
11,11
9,11
10,11
10,10
12,10
10,11
9,9
10,12
9,12
11,9
10,10
11,10
11,10
11,11
9,10
11,11
11,10
10,9
10,10
9,10
10,11
10,11
9,10
9,12
10,10
10,9
10,11
11,10
11,11
10,12
9,9
11,10
11,8
10,9
10,11
10,10
12,10
9,10
12,10
11,9
9,12
11,11
9,11
11,11
9,9
10,14
10,11
11,10
11,10
9,12
9,19
8,8
8,7
16,8
13,10
9,10
8,10
7,17
8,7
8,7
18,9
13,9
9,8
8,17
8,12
14,8
9,8
13,6
11,12
16,10
10,9
8,17
10,12
10,8
8,7
16,7
9,13
17,9
15,12
9,7
8,19
8,15
13,16
8,8
7,7
15,7
16,9
8,11
22,8
10,9
9,7
8,16
8,8
10,12
10,8
9,7
12,8
8,7
8,7
10,7
17,7
8,15
11,9
19,13
9,9
9,7
9,27
8,11
8,15
14,13
9,9
13,8
12,8
9,7
12,12
10,10
20,6
15,6
9,8
11,12
10,20
12,12
10,16
7,9
8,10
8,11
7,6
20,6
27,11
16,11
15,9
14,11
11,11
13,15
18,13
18,11
16,5
3,8
4,9
9,12
10,17
8,9
19,7
7,7
11,6
9,7
10,9
11,7
12,7
10,8
11,8
10,7
9,7
9,7
8,8
9,7
11,8
12,11
11,14
12,9
12,10
16,8
27,8
23,9
20,9
21,8
36,5
19,8
7,10
7,9
6,13
13,9
15,11
8,6
9,8
8,15
8,7
8,21
8,18
14,12
9,12
10,8
9,10
7,8
7,8
9,7
5,9
8,8
7,8
10,12
13,10
16,10
12,9
12,13
10,13
9,15
8,17
7,30
7,25
8,20
7,15
8,11
12,8
12,11
9,11
10,10
9,11
10,8
9,11
7,10
8,30
9,8
9,8
10,7
13,9
11,8
14,13
19,16
10,10
16,12
19,14
12,10
18,6
25,7
29,5
30,5
8,9
7,15
22,9
10,7
9,7
9,8
8,7
11,11
8,15
8,13
9,14
10,7
13,11
33,8
8,8
7,13
17,8
17,7
26,6
15,7
32,7
17,6
15,7
14,7
10,7
9,7
8,7
9,7
8,7
7,7
7,7
8,8
11,7
23,7
9,11
10,18
8,12
9,13
7,8
14,8
16,8
21,10
14,14
17,17
8,8
10,7
8,6
9,21
8,7
8,20
8,17
8,16
8,8
7,5
8,12
8,12
8,9
8,41
8,24
13,11
12,13
14,11
9,13
16,8
13,13
9,16
9,18
8,11
8,30
8,23
7,26
8,9
8,2
8,7
8,30
8,24
8,6
8,9
8,11
8,23
8,12
9,23
10,39
9,33
9,8
11,9
27,14
29,5
17,15
16,13
17,8
11,11
9,8
9,15
8,18
8,17
8,14
8,13
8,10
8,7
7,9
7,19
7,18
7,13
7,31
8,27
8,30
8,17
8,8
7,15
14,8
9,7
7,7
8,6
8,7
14,6
9,10
7,11
22,9
11,10
8,6
9,7
9,15
8,9
8,27
13,10
8,10
9,7
7,7
7,6
7,7
15,9
14,14
10,9
9,7
8,18
7,11
9,26
10,9
8,9
7,7
9,8
13,9
8,7
7,7
7,7
17,7
11,10
11,14
8,12
8,10
5,7
21,12
12,10
7,7
8,11
9,14
8,13
8,14
10,8
9,8
8,7
11,11
12,12
10,11
9,10
8,9
10,10
10,9
8,9
7,7
8,7
8,7
6,7
7,7
24,6
19,7
14,15
7,21
10,12
7,6
19,9
13,10
9,8
28,15
14,10
18,11
9,10
8,6
9,6
9,7
9,19
9,16
8,7
8,15
10,13
8,8
8,7
10,7
15,8
9,13
13,10
11,10
8,7
9,12
8,14
9,12
10,18
8,13
10,15
10,8
9,7
18,7
11,10
19,11
8,7
8,14
8,8
8,20
15,13
7,10
9,7
10,8
8,7
8,8
7,7
7,7
21,7
11,17
7,13
9,7
16,9
10,5
8,6
8,8
9,15
8,10
7,13
11,14
8,8
8,8
7,7
7,7
9,7
16,7
8,12
12,9
9,8
9,13
8,8
8,19
11,10
10,8
7,7
12,11
13,13
8,8
10,16
8,10
8,14
10,7
8,7
7,7
19,7
10,12
14,9
14,9
9,8
9,16
8,9
9,16
13,7
8,9
7,10
7,10
10,7
10,7
9,8
7,7
12,7
16,9
10,15
16,10
10,8
9,18
8,11
8,7
14,15
7,8
8,7
13,6
8,16
7,9
19,8
11,8
8,8
10,16
8,12
7,10
9,13
7,8
10,7
8,7
15,7
9,12
9,8
18,11
8,8
9,20
7,7
10,20
8,8
8,7
10,7
15,13
11,9
9,7
9,14
7,7
10,16
7,13
9,8
6,7
12,7
13,9
11,8
10,16
8,13
8,12
10,17
9,9
10,7
8,7
7,7
14,7
8,12
9,6
18,10
10,8
9,18
8,12
8,9
8,12
9,25
8,18
7,14
7,25
8,33
9,12
10,9
11,9
10,11
11,9
12,10
12,11
11,11
10,7
8,7
7,7
7,7
12,7
28,6
14,14
8,7
20,6
12,11
11,7
14,12
12,10
14,7
14,5
17,11
16,11
21,14
11,7
9,7
10,6
10,8
9,7
8,10
8,10
9,8
9,18
9,30
8,26
9,13
8,7
7,21
7,12
8,19
8,18
7,20
15,14
11,9
12,12
14,13
10,12
13,9
10,21
8,29
10,14
19,6
9,13
12,8
7,8
7,6
9,7
14,12
17,9
9,8
9,8
8,16
9,13
8,27
8,39
8,27
13,14
10,9
8,8
7,8
10,8
7,8
10,8
12,7
11,13
11,9
24,8
30,6
13,10
9,7
9,8
8,9
10,8
10,7
9,21
8,6
8,7
10,9
16,11
15,7
7,8
10,15
10,12
11,7
16,7
23,7
25,7
9,6
7,7
9,7
8,7
9,8
10,8
8,7
7,7
13,8
9,11
21,7
14,9
13,9
9,7
8,12
9,13
10,8
11,10
10,11
15,15
14,12
20,11
10,13
9,11
10,10
10,10
11,12
11,11
12,11
9,12
9,10
11,10
10,9
11,10
11,10
10,10
11,8
11,10
9,11
10,10
9,10
10,10
12,10
11,10
10,11
9,10
10,9
9,11
12,9
10,10
11,12
10,9
10,10
10,10
9,9
11,9
11,11
10,12
11,11
11,8
10,11
10,11
9,12
9,10
9,10
10,9
11,9
11,10
11,10
12,10
10,10
9,11
10,10
10,10
10,10
10,10
11,10
9,12
11,10
10,10
10,10
12,11
11,10
11,11
9,11
8,11
10,11
11,9
11,10
9,12
10,14
11,9
11,9
12,11
11,10
11,10
10,10
9,11
9,10
9,11
11,11
9,10
10,9
20,7
11,13
15,11
11,10
9,7
9,7
9,11
9,24
8,25
8,15
8,7
8,13
12,13
10,7
12,8
8,7
7,7
7,6
15,7
16,8
10,15
8,14
12,14
11,21
15,15
10,17
9,17
12,25
11,19
17,6
2,7
15,13
9,11
11,9
10,16
5,10
8,8
10,9
7,9
8,11
6,10
10,12
15,14
16,7
8,7
7,7
7,7
7,7
8,7
8,7
12,7
17,7
29,6
14,6
21,7
20,6
9,19
11,7
21,10
14,12
12,7
11,8
9,8
10,7
9,8
9,8
9,9
9,29
9,25
9,15
9,11
9,10
8,8
8,22
8,21
10,7
9,7
9,7
9,7
9,8
9,34
9,18
9,14
9,7
10,8
8,8
14,6
7,13
14,8
12,8
18,9
13,7
10,11
23,7
8,6
9,7
8,7
21,7
10,13
10,6
10,6
11,11
13,12
10,16
11,12
14,12
11,7
7,7
8,6
7,7
8,7
7,7
8,7
8,7
7,8
9,8
11,8
8,8
7,11
12,12
11,14
7,26
8,7
8,10
8,10
8,8
8,7
7,6
8,7
8,7
8,5
9,8
8,20
10,20
12,7
7,7
11,8
7,8
9,7
8,8
10,6
8,7
10,14
7,10
17,7
16,12
11,7
8,8
8,9
9,17
8,13
9,17
10,10
8,7
9,6
10,12
8,13
16,8
16,12
12,9
10,9
8,21
8,9
7,26
14,8
9,7
12,8
9,7
8,7
17,10
12,12
10,13
10,10
11,10
13,11
11,10
8,10
10,9
17,11
6,20
7,12
6,10
18,11
12,9
9,7
10,8
8,14
7,6
8,12
8,28
10,13
12,11
10,9
12,8
7,7
10,7
9,9
7,9
21,11
11,12
11,7
8,6
8,7
10,6
9,16
8,8
8,14
13,15
11,11
8,8
10,8
7,7
13,7
10,11
13,10
11,9
8,12
8,10
8,18
13,10
9,8
9,7
7,7
13,7
13,7
8,12
11,8
22,6
14,12
10,8
9,12
8,13
8,9
7,26
10,16
14,9
9,8
14,9
8,14
7,15
8,25
7,14
8,15
11,16
11,7
6,9
10,9
7,7
8,9
10,8
10,8
9,9
13,9
11,7
6,7
10,7
5,9
14,8
18,7
9,12
8,23
8,10
8,22
8,12
8,7
10,7
11,8
15,10
19,10
11,7
8,7
8,5
9,5
9,8
10,12
10,8
9,7
9,8
10,7
10,7
8,17
9,7
9,14
8,14
9,7
10,16
8,15
8,9
12,13
6,10
8,7
7,7
7,7
15,6
20,13
9,13
10,7
23,13
10,8
10,11
8,30
8,20
8,12
8,7
8,19
7,30
11,11
7,8
11,8
7,7
7,7
18,7
15,7
9,12
8,13
9,9
26,12
13,11
10,8
9,7
9,12
9,25
8,17
9,12
8,27
9,7
9,8
9,8
10,8
10,7
9,8
11,8
10,8
8,23
9,21
8,17
9,18
9,22
9,17
8,11
8,11
9,16
10,8
8,7
11,7
14,7
9,18
7,11
5,9
29,8
14,9
10,6
9,8
8,8
10,8
8,9
9,9
10,10
10,12
11,9
10,12
13,10
10,11
11,12
12,9
7,8
8,7
7,7
8,7
8,7
16,7
14,13
9,9
19,11
10,15
8,13
13,9
18,12
10,9
9,12
9,14
8,13
10,13
10,9
7,8
12,8
8,8
7,7
13,7
9,11
18,6
13,10
10,7
9,13
8,9
7,20
8,10
8,8
8,6
14,7
9,11
13,9
24,7
16,8
9,7
9,9
8,19
8,10
8,6
8,16
8,17
7,23
8,28
8,15
11,24
12,10
9,9
10,8
9,8
7,7
11,7
23,7
8,13
16,9
11,10
10,8
9,7
9,17
8,13
8,13
13,10
7,9
8,8
12,7
10,11
12,9
10,8
9,8
8,11
9,20
8,12
7,12
8,23
10,10
8,8
9,7
8,7
7,7
22,7
10,10
9,9
8,10
6,11
7,8
16,7
16,14
10,10
9,7
9,8
9,24
8,15
8,24
9,24
13,9
11,8
10,8
7,8
11,7
9,8
7,7
7,7
27,6
14,8
14,16
10,8
17,10
10,8
10,7
8,27
8,16
9,17
8,13
7,7
8,17
9,18
13,11
6,9
9,10
7,8
7,7
9,7
16,10
7,12
20,7
17,9
12,6
9,8
9,8
8,20
8,10
8,17
7,18
12,15
14,9
9,7
8,7
7,6
9,7
13,8
13,8
12,9
8,16
8,15
8,13
10,8
9,8
9,8
14,7
19,6
13,11
12,11
8,11
8,7
8,5
34,5
27,12
15,10
10,7
11,7
9,7
8,17
9,8
8,9
8,25
9,18
15,7
9,7
9,8
11,9
12,8
6,7
11,7
10,10
10,10
11,9
10,10
11,10
11,10
9,11
11,11
7,8
9,8
15,8
9,8
16,8
8,7
7,9
8,7
12,7
11,8
10,7
8,7
8,7
7,7
8,7
7,6
6,7
8,7
8,6
7,7
7,7
7,8
9,7
6,7
8,6
7,8
7,7
11,7
14,9
13,25
11,8
18,9
9,8
9,9
9,7
10,7
8,15
8,8
8,23
11,13
9,8
11,8
7,7
13,6
13,12
8,8
15,7
11,6
9,14
7,13
8,10
8,20
7,18
13,10
11,8
8,7
13,8
13,9
11,10
9,15
8,7
11,22
9,7
14,8
12,7
9,7
9,8
7,7
8,6
11,7
13,7
8,15
6,8
21,6
32,6
25,11
20,9
13,9
10,9
9,7
9,7
10,19
8,15
7,7
9,22
16,8
9,7
10,9
9,8
8,7
12,6
15,10
10,11
10,10
10,8
12,11
9,11
10,11
11,10
9,11
10,9
13,12
12,13
11,9
11,10
11,10
9,10
11,10
9,10
14,13
14,11
12,10
12,9
10,11
10,11
12,11
11,10
8,10
11,9
11,10
10,12
10,12
11,10
9,11
9,11
12,10
8,10
9,9
10,9
11,11
9,13
10,9
11,11
9,8
9,8
10,11
10,13
10,10
10,8
11,11
10,11
11,10
11,10
10,10
10,11
11,10
13,11
9,10
12,10
10,11
12,11
11,10
8,11
11,10
11,10
9,9
10,9
11,9
13,10
11,10
10,11
9,10
10,11
11,8
11,10
10,10
10,11
10,10
10,11
9,10
11,9
11,10
10,10
10,12
9,10
10,10
10,10
11,10
10,13
9,13
9,10
10,10
9,12
10,11
11,9
11,14
12,12
12,12
9,10
16,11
9,7
9,17
8,14
8,19
8,16
13,13
10,18
10,12
10,9
10,7
9,7
12,10
12,8
19,10
10,8
8,7
8,17
8,16
9,17
10,9
10,7
7,6
17,6
20,8
8,10
12,10
16,11
9,7
8,15
7,11
11,15
8,8
7,7
16,7
11,8
16,10
8,14
8,15
11,13
9,8
8,7
22,7
10,12
15,9
8,9
8,13
8,22
14,16
9,9
9,8
10,7
9,7
6,7
7,7
14,7
15,14
8,13
8,9
23,8
20,11
12,9
9,8
9,10
10,19
8,7
7,20
8,20
9,8
9,9
8,7
8,7
16,9
9,13
13,10
9,14
8,11
8,17
12,9
7,7
7,7
18,8
10,11
14,8
13,10
9,8
8,12
8,8
8,22
12,8
8,7
14,11
12,10
9,16
8,16
8,17
13,9
11,7
8,7
11,7
14,8
12,12
11,15
9,11
6,14
7,6
10,8
7,7
14,7
12,10
10,7
10,7
9,12
9,21
8,14
7,8
9,19
9,18
11,8
10,7
8,7
16,8
10,9
14,8
10,7
8,19
8,7
10,19
12,8
9,7
12,7
9,14
12,8
10,8
9,13
8,12
8,8
8,32
7,9
14,9
8,10
11,5
9,7
7,10
9,9
16,9
8,7
8,6
7,6
15,7
7,11
20,12
10,7
9,7
9,12
8,10
8,15
10,10
8,8
13,7
11,11
15,9
9,11
8,16
11,11
10,8
8,7
10,7
10,11
22,9
23,11
12,8
10,8
8,23
8,7
7,21
10,10
11,9
11,11
11,10
10,11
9,9
11,8
8,6
14,10
10,12
13,10
9,13
8,9
11,15
8,8
10,7
7,7
12,7
15,10
12,12
11,11
8,11
8,10
8,23
11,10
7,8
8,7
14,7
10,11
9,12
11,10
17,10
10,8
9,14
9,28
8,11
8,19
12,12
14,7
7,7
9,8
11,8
8,7
9,8
7,7
8,7
17,7
12,7
10,15
13,8
11,9
10,8
8,15
8,10
7,12
9,13
6,8
9,8
12,8
8,7
8,7
12,6
11,7
7,7
15,6
14,7
17,7
8,7
7,7
15,7
20,7
15,6
6,15
10,16
12,7
16,15
9,8
8,7
10,13
8,11
9,20
12,8
9,7
11,10
14,8
8,8
9,7
8,18
9,9
7,6
7,36
9,14
9,8
7,7
11,6
7,11
15,9
9,13
8,10
11,16
11,8
8,8
12,7
11,10
15,10
8,13
8,13
11,15
10,8
8,7
7,7
7,7
14,11
9,10
11,9
8,15
8,12
10,12
10,8
10,7
12,8
13,11
9,13
9,19
8,11
14,13
9,7
8,8
8,7
11,7
10,12
15,10
10,8
8,19
8,7
7,23
11,11
8,9
9,7
7,7
8,7
19,7
13,11
9,17
14,8
17,10
11,9
9,14
8,9
11,15
8,8
7,7
